Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
S. Kang,401219794,4449,144,153,21,13.1,17,0,1,0,2,0,NA,0,0,0,21,14.1,17,Sung Kang,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.17,-0.55,-3.25,-1.25,-5.06,-5.23
S. Kim,401219794,7081,288,282,65,61,70,6,17.4,8,4,1,NA,0,0,0,71,78.4,78,Si Woo Kim,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T37,-0.5,0.88,0.43,-0.35,0.97,0.47
S. Kodaira,401219794,9076,144,151,22,14.7,16,0,5.8,0,2,0,NA,0,0,0,22,20.5,16,Satoshi Kodaira,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-2.2,-1.52,0.02,-0.54,-2.03,-4.23
S. Munoz,401219794,10404,288,278,76.5,72.5,73,3,9.8,3,4,1,NA,0,0,0,79.5,82.3,76,Sebastian Munoz,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T23,0.41,-0.13,0.55,0.64,1.06,1.47
S. O'Hair,401219794,1359,144,147,24.5,19.6,25,0,0.4,0,2,0,NA,0,0,0,24.5,20,25,Sean O'Hair,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-1.7,-0.04,0.44,-0.93,-0.53,-2.23
S. Piercy,401219794,1037,288,286,59,54.4,62,6,17.4,7,4,1,NA,0,0,0,65,71.8,69,Scott Piercy,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T57,-0.81,-0.68,0.3,0.65,0.28,-0.53
S. Ryder,401219794,7001,144,143,27,24.5,34,3,5.2,4,2,0,NA,0,0,0,30,29.7,38,Sam Ryder,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,0.36,-1.51,0.83,0.1,-0.59,-0.23
S. Scheffler,401219794,9478,288,282,68,63.2,68,3,12.6,3,4,1,NA,0,0,0,71,75.8,71,Scottie Scheffler,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T37,0.3,0.31,-0.84,0.7,0.17,0.47
S. Stallings,401219794,3378,288,274,82.5,80.3,81,3,16.8,4,4,1,NA,0,0,0,85.5,97.1,85,Scott Stallings,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T6,0.11,0.19,1.38,0.79,2.36,2.47
S. Straka,401219794,8961,144,142,33.5,30.9,31,0,5.4,0,2,0,NA,0,0,0,33.5,36.3,31,Sepp Straka,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.37,0.19,-0.66,1.11,0.64,0.27
S. Theegala,401219794,10980,144,143,26.5,25,33,0,0,0,2,0,NA,0,0,0,26.5,25,33,Sahith Theegala,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.33,-0.25,0.86,-0.5,0.1,-0.23
T. Gooch,401219794,9513,288,282,67.5,63.7,67,0,7.8,0,4,1,NA,0,0,0,67.5,71.5,67,Talor Gooch,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T37,0.08,-0.46,0.71,0.15,0.39,0.47
T. Hoge,401219794,6086,288,279,70.5,68.2,73,3,12.6,3,4,1,NA,0,0,0,73.5,80.8,76,Tom Hoge,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T28,0.98,-0.14,0.81,-0.43,0.24,1.22
T. Lewis,401219794,5868,144,146,27,22.2,26,0,1.2,0,2,0,NA,0,0,0,27,23.4,26,Tom Lewis,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-1.21,0.42,-0.37,-0.58,-0.52,-1.73
T. McCumber,401219794,9002,288,274,85,81.6,82,3,14,3,4,1,NA,0,0,0,88,95.6,85,Tyler McCumber,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T6,0.13,-0.03,1.7,0.67,2.33,2.47
T. Merritt,401219794,3970,144,145,29.5,24.8,27,0,5.6,0,2,0,NA,0,0,0,29.5,30.4,27,Troy Merritt,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.85,-0.53,0.83,-0.69,-0.38,-1.23
T. Wilkinson,401219794,1157,144,147,19.5,16.8,27,0,0.6,0,2,0,NA,0,0,0,19.5,17.4,27,Tim Wilkinson,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,1.08,-0.38,-1.9,-1.02,-3.31,-2.23
V. Taylor,401219794,1185,144,148,20.5,15.9,25,0,0,0,2,0,NA,0,0,0,20.5,15.9,25,Vaughn Taylor,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.91,-0.03,-0.96,-0.83,-1.81,-2.73
V. Whaley,401219794,4408315,288,290,50,44.2,60,0,1,0,4,1,NA,0,0,0,50,45.2,60,Vincent Whaley,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,64,-1.45,0.5,-0.5,-0.09,-0.08,-1.53
W. Bryan,401219794,10360,288,275,77.5,76.4,79,6,23.4,7,4,1,NA,0,0,0,83.5,99.8,86,Wesley Bryan,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T12,1.28,-0.07,0.88,0.13,0.94,2.22
W. Clark,401219794,11119,288,292,50,40.6,56,0,5.8,0,4,1,NA,0,0,0,50,46.4,56,Wyndham Clark,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,66,-2.13,0.16,0.01,-0.07,0.1,-2.03
W. Gordon,401219794,4565482,288,285,65.5,58.2,63,3,7.6,3,4,1,NA,0,0,0,68.5,65.8,66,Will Gordon,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T53,0.69,-0.59,-0.27,-0.11,-0.97,-0.28
W. McGirt,401219794,3532,144,144,28.5,25.7,29,0,1.4,0,2,0,NA,0,0,0,28.5,27.1,29,William McGirt,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.36,-0.87,0.74,-0.24,-0.37,-0.73
W. Zalatoris,401219794,9877,144,144,26,23,32,0,0,0,2,0,NA,0,0,0,26,23,32,Will Zalatoris,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-0.5,-1.41,0.16,1.02,-0.23,-0.73
X. Zhang,401219794,4479,144,148,19,14.8,26,0,0.6,0,2,0,NA,0,0,0,19,15.4,26,Xinjun Zhang,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-2.31,0.1,-0.03,-0.48,-0.42,-2.73
Z. Blair,401219794,9040,144,149,23,16.1,22,0,0.8,0,2,0,NA,0,0,0,23,16.9,22,Zac Blair,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,CUT,-1.17,-0.34,-0.71,-1.01,-2.06,-3.23
Z. Johnson,401219794,686,288,278,71,67.6,78,0,11.2,0,4,1,NA,0,0,0,71,78.8,78,Zach Johnson,NA,NA,NA,Sanderson Farms Championship,"Country Club of Jackson - Jackson, MS",2020-10-04,6.6,2021,0,T23,0.29,-0.16,1.24,0.1,1.18,1.47
A. Atwal,401219480,824,288,287,62,54.1,60,0,11.2,0,4,1,NA,0,0,0,62,65.3,60,Arjun Atwal,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Baddeley,401219480,16,144,143,29,25.1,34,0,0.6,0,2,0,NA,0,0,0,29,25.7,34,Aaron Baddeley,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Bhatia,401219480,4419142,144,142,30.5,28.7,33,3,1.6,3,2,0,NA,0,0,0,33.5,30.3,36,Akshay Bhatia,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Cejka,401219480,512,144,146,22,19.4,28,0,0.2,0,2,0,NA,0,0,0,22,19.6,28,Alex Cejka,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Lahiri,401219480,4989,288,275,89,84.2,77,9,18.4,10,4,1,NA,0,0,0,98,102.6,87,Anirban Lahiri,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Long,401219480,6015,288,274,85.5,82.5,79,9,20.4,10,4,1,NA,0,0,0,94.5,102.9,89,Adam Long,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Romero,401219480,1712,144,149,19.5,14.4,23,3,5.8,4,2,0,NA,0,0,0,22.5,20.2,27,Andres Romero,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
A. Schenk,401219480,10372,288,284,66,60.2,64,0,7.4,0,4,1,NA,0,0,0,66,67.6,64,Adam Schenk,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Cook,401219480,4422368,144,149,26.5,17.8,21,0,6.2,0,2,0,NA,0,0,0,26.5,24,21,Ben Cook,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Davis,401219480,1049,144,147,21,17.9,26,0,0.6,0,2,0,NA,0,0,0,21,18.5,26,Brian Davis,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. de Jonge,401219480,1758,144,148,20.5,15.9,25,0,0,0,2,0,NA,0,0,0,20.5,15.9,25,Brendon De Jonge,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Garnett,401219480,2283,288,285,62,56.5,64,0,7.4,0,4,1,NA,0,0,0,62,63.9,64,Brice Garnett,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Grace,401219480,4383,144,143,31,28.3,30,0,1.4,0,2,0,NA,0,0,0,31,29.7,30,Branden Grace,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Haas,401219480,774,144,144,27,24.6,30,0,0.8,0,2,0,NA,0,0,0,27,25.4,30,Bill Haas,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Hagy,401219480,9584,144,144,30,26.8,28,0,6.6,0,2,0,NA,0,0,0,30,33.4,28,Brandon Hagy,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Hoag,401219480,4780,144,142,32,29.8,32,0,5.6,0,2,0,NA,0,0,0,32,35.4,32,Bo Hoag,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Hossler,401219480,6011,288,282,64.5,61.5,69,0,11,0,4,1,NA,0,0,0,64.5,72.5,69,Beau Hossler,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Martin,401219480,4638,288,283,63.5,60,67,0,11.4,0,4,1,NA,0,0,0,63.5,71.4,67,Ben Martin,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Stuard,401219480,3599,288,281,67,64.1,70,3,12.4,3,4,1,NA,0,0,0,70,76.5,73,Brian Stuard,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Taylor,401219480,10134,144,143,34,30.4,31,0,6.8,0,2,0,NA,0,0,0,34,37.2,31,Ben Taylor,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
B. Van Pelt,401219480,712,144,150,24.5,17.2,20,0,6,0,2,0,NA,0,0,0,24.5,23.2,20,Bo Van Pelt,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Baker,401219480,4628,144,147,22.5,19,25,0,0.8,0,2,0,NA,0,0,0,22.5,19.8,25,Chris Baker,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Conners,401219480,9126,144,146,23.5,20.5,27,0,0.6,0,2,0,NA,0,0,0,23.5,21.1,27,Corey Conners,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Hoffman,401219480,205,288,278,74,71,76,0,12.6,0,4,1,NA,0,0,0,74,83.6,76,Charley Hoffman,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Howell III,401219480,208,144,144,22.5,21.3,33,3,5,4,2,0,NA,0,0,0,25.5,26.3,37,Charles Howell III,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Kirk,401219480,3449,144,144,24,22.4,32,0,0,0,2,0,NA,0,0,0,24,22.4,32,Chris Kirk,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Pan,401219480,6017,288,285,64.5,59.2,61,0,6.2,0,4,1,NA,0,0,0,64.5,65.4,61,C.T. Pan,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Percy,401219480,1121,288,276,78,76,76,6,23.6,7,4,1,NA,0,0,0,84,99.6,83,Cameron Percy,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Pettersson,401219480,856,144,146,25,21.6,26,0,0.6,0,2,0,NA,0,0,0,25,22.2,26,Carl Pettersson,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Seiffert,401219480,8975,288,282,64.5,61.5,69,3,7,3,4,1,NA,0,0,0,67.5,68.5,72,Chase Seiffert,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
C. Stroud,401219480,1352,144,145,26,23.1,28,0,0.2,0,2,0,NA,0,0,0,26,23.3,28,Chris Stroud,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. Bozzelli,401219480,8992,288,284,68,60.6,68,0,6.6,0,4,1,NA,0,0,0,68,67.2,68,Dominic Bozzelli,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. Chopra,401219480,1176,144,155,16,7.9,15,0,0.2,0,2,0,NA,0,0,0,16,8.1,15,Daniel Chopra,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. Ghim,401219480,11456,144,144,27.5,24.1,31,0,0.6,0,2,0,NA,0,0,0,27.5,24.7,31,Doug Ghim,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. Hearn,401219480,928,288,281,61,59.7,74,3,11.2,4,4,1,NA,0,0,0,64,70.9,78,David Hearn,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. Lingmerth,401219480,5574,144,142,30.5,28.7,33,0,1.2,0,2,0,NA,0,0,0,30.5,29.9,33,David Lingmerth,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. McCarthy,401219480,10054,288,282,63,60.4,70,3,10.8,4,4,1,NA,0,0,0,66,71.2,74,Denny McCarthy,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
D. Trahan,401219480,431,288,283,65,61.1,66,3,12,3,4,1,NA,0,0,0,68,73.1,69,D.J. Trahan,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
E. Grillo,401219480,5882,288,279,74.5,70.6,73,3,13.6,3,4,1,NA,0,0,0,77.5,84.2,76,Emiliano Grillo,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
F. Gomez,401219480,3375,288,282,66,62.6,68,0,6.4,0,4,1,NA,0,0,0,66,69,68,Fabian Gomez,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
G. DeLaet,401219480,2127,144,142,37,32.6,30,3,7.2,3,2,0,NA,0,0,0,40,39.8,33,Graham DeLaet,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
G. McDowell,401219480,301,144,143,29.5,27.1,34,0,1.4,0,2,0,NA,0,0,0,29.5,28.5,34,Graeme McDowell,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
G. McNeill,401219480,808,288,282,77.5,70.4,66,0,17.8,0,4,1,NA,0,0,0,77.5,88.2,66,George McNeill,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
G. Murray,401219480,5462,144,150,27.5,18.1,19,0,0.8,0,2,0,NA,0,0,0,27.5,18.9,19,Grayson Murray,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
H. Lebioda,401219480,11387,288,279,73,69.5,74,3,7,3,4,1,NA,0,0,0,76,76.5,77,Hank Lebioda,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
H. Norlander,401219480,5573,144,144,30,26.8,28,0,5.4,0,2,0,NA,0,0,0,30,32.2,28,Henrik Norlander,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
H. Stenson,401219480,576,288,279,69,67.1,74,3,17.8,4,4,1,NA,0,0,0,72,84.9,78,Henrik Stenson,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
H. Swafford,401219480,5504,288,270,97,92.6,86,8,20.6,3,4,1,NA,0,0,0,105,113.2,89,Hudson Swafford,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Bohn,401219480,1173,144,146,22,19.4,28,0,0.8,0,2,0,NA,0,0,0,22,20.2,28,Jason Bohn,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Bramlett,401219480,5902,288,282,72,65.6,68,6,17.8,7,4,1,NA,0,0,0,78,83.4,75,Joseph Bramlett,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Byrd,401219480,508,288,280,62,61.2,76,3,11.2,4,4,1,NA,0,0,0,65,72.4,80,Jonathan Byrd,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Hahn,401219480,5025,288,275,77.5,76.4,79,6,20,7,4,1,NA,0,0,0,83.5,96.4,86,James Hahn,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Henry,401219480,196,288,286,60,54.6,64,0,0.8,0,4,1,NA,0,0,0,60,55.4,64,J.J. Henry,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Kim,401219480,4602673,288,281,66,62.5,72,3,11.8,4,4,1,NA,0,0,0,69,74.3,76,Joohyung Kim,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Lovemark,401219480,1676,288,286,61,55,62,3,7.4,3,4,1,NA,0,0,0,64,62.4,65,Jamie Lovemark,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Merrick,401219480,1422,144,149,21,15.5,22,0,0.2,0,2,0,NA,0,0,0,21,15.7,22,John Merrick,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Senden,401219480,710,144,148,26,18.2,24,3,2.2,3,2,0,NA,0,0,0,29,20.4,27,John Senden,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Spaun,401219480,10166,288,284,67,61.8,62,0,12.6,0,4,1,NA,0,0,0,67,74.4,62,J.J. Spaun,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Suh,401219480,10583,288,278,75.5,72.1,75,3,16.8,4,4,1,NA,0,0,0,78.5,88.9,79,Justin Suh,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Teater,401219480,1568,144,145,28,23.7,28,0,6,0,2,0,NA,0,0,0,28,29.7,28,Josh Teater,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Vegas,401219480,1030,144,143,31,28.3,30,0,0.8,0,2,0,NA,0,0,0,31,29.1,30,Jhonattan Vegas,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
J. Wagner,401219480,1265,144,144,32,27.4,28,3,6.2,3,2,0,NA,0,0,0,35,33.6,31,Johnson Wagner,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
K. Aphibarnrat,401219480,5771,288,287,65.5,57,59,0,12.6,0,4,1,NA,0,0,0,65.5,69.6,59,Kiradech Aphibarnrat,NA,NA,NA,Corales Puntacana Resort & Club Championship,"Corales Puntacana GC - Punta Cana, Dominican Republic",2020-09-27,4,2021,0,NA,NA,NA,NA,NA,NA,NA
